net,length_um
_14498_,10.86
datamem.data_ram\[17\]\[22\],10.86
datamem.data_ram\[19\]\[15\],10.86
datamem.data_ram\[50\]\[16\],10.86
datamem.data_ram\[56\]\[16\],10.86
datamem.data_ram\[7\]\[7\],10.86
rvcpu.dp.rf.reg_file_arr\[5\]\[3\],10.86
net1552,10.86
_05534_,10.85
_03481_,10.845
_03533_,10.845
_04346_,10.845
net722,10.84
_09669_,10.84
datamem.data_ram\[42\]\[15\],10.84
datamem.data_ram\[60\]\[11\],10.84
rvcpu.dp.rf.reg_file_arr\[19\]\[21\],10.84
_06481_,10.83
_03201_,10.825
_04213_,10.825
_05870_,10.82
_06734_,10.82
_06801_,10.82
_07217_,10.82
_08619_,10.82
_09973_,10.82
_10879_,10.82
_12003_,10.82
datamem.data_ram\[18\]\[7\],10.82
datamem.data_ram\[37\]\[17\],10.82
datamem.data_ram\[46\]\[7\],10.82
datamem.data_ram\[61\]\[22\],10.82
_06962_,10.8
_08006_,10.8
_08246_,10.8
_08924_,10.8
_11518_,10.8
net3674,10.8
_02622_,10.785
_03188_,10.785
_05018_,10.78
_06786_,10.78
_06849_,10.78
_09018_,10.78
_10939_,10.78
_11062_,10.78
_11720_,10.78
_14073_,10.78
datamem.data_ram\[36\]\[26\],10.78
datamem.data_ram\[58\]\[3\],10.78
rvcpu.dp.plde.RD2E\[23\],10.78
net3626,10.78
_02094_,10.775
_11244_,10.77
_05519_,10.76
_06568_,10.76
datamem.data_ram\[12\]\[12\],10.76
datamem.data_ram\[20\]\[20\],10.76
datamem.data_ram\[3\]\[8\],10.76
datamem.data_ram\[49\]\[8\],10.76
datamem.data_ram\[7\]\[26\],10.76
reset,10.76
rvcpu.dp.plem.WriteDataM\[12\],10.76
_05552_,10.755
rvcpu.dp.rf.reg_file_arr\[2\]\[16\],10.75
_02960_,10.74
_04595_,10.74
_04671_,10.74
_07051_,10.74
_07899_,10.74
_08378_,10.74
_10788_,10.74
_11354_,10.74
_12390_,10.74
datamem.data_ram\[21\]\[11\],10.74
datamem.data_ram\[27\]\[20\],10.74
datamem.data_ram\[37\]\[26\],10.74
datamem.data_ram\[41\]\[15\],10.74
rvcpu.dp.rf.reg_file_arr\[3\]\[1\],10.74
net1746,10.74
net2812,10.74
net3114,10.74
_05282_,10.735
_04782_,10.72
_06808_,10.72
_13774_,10.72
_14550_,10.72
datamem.data_ram\[12\]\[3\],10.72
datamem.data_ram\[18\]\[9\],10.72
datamem.data_ram\[19\]\[17\],10.72
datamem.data_ram\[23\]\[22\],10.72
datamem.data_ram\[29\]\[23\],10.72
datamem.data_ram\[36\]\[16\],10.72
_01359_,10.705
_01613_,10.705
_07110_,10.7
_07661_,10.7
_09176_,10.7
_09958_,10.7
_12560_,10.7
_13571_,10.7
datamem.data_ram\[45\]\[29\],10.7
rvcpu.dp.plde.RD1E\[23\],10.7
rvcpu.dp.plfd.PCD\[27\],10.7
net4166,10.7
_07293_,10.68
rvcpu.dp.plde.PCE\[31\],10.68
net4006,10.68
net713,10.66
_04448_,10.66
_05717_,10.66
_06872_,10.66
_07472_,10.66
_07672_,10.66
_07799_,10.66
_07933_,10.66
_09988_,10.66
_11499_,10.66
_14304_,10.66
_14332_,10.66
datamem.data_ram\[13\]\[21\],10.66
datamem.data_ram\[31\]\[31\],10.66
datamem.data_ram\[38\]\[17\],10.66
datamem.data_ram\[41\]\[5\],10.66
datamem.data_ram\[50\]\[26\],10.66
datamem.data_ram\[54\]\[25\],10.66
datamem.data_ram\[56\]\[8\],10.66
net1597,10.66
net2059,10.66
net2336,10.66
_02322_,10.645
_02644_,10.645
_05744_,10.64
_06228_,10.64
_07188_,10.64
datamem.data_ram\[45\]\[31\],10.64
net1981,10.64
net3001,10.64
_02942_,10.625
rvcpu.dp.rf.reg_file_arr\[9\]\[12\],10.625
_09420_,10.62
_09819_,10.62
datamem.data_ram\[0\]\[20\],10.62
datamem.data_ram\[16\]\[20\],10.62
datamem.data_ram\[1\]\[21\],10.62
datamem.data_ram\[1\]\[29\],10.62
datamem.data_ram\[32\]\[19\],10.62
datamem.data_ram\[32\]\[22\],10.62
datamem.data_ram\[37\]\[21\],10.62
datamem.data_ram\[40\]\[24\],10.62
datamem.data_ram\[47\]\[3\],10.62
datamem.data_ram\[57\]\[9\],10.62
datamem.data_ram\[61\]\[24\],10.62
rvcpu.dp.rf.reg_file_arr\[25\]\[23\],10.62
_01885_,10.615
datamem.data_ram\[12\]\[4\],10.615
rvcpu.dp.rf.reg_file_arr\[9\]\[13\],10.61
_01471_,10.605
_02868_,10.605
_04688_,10.6
_11026_,10.6
datamem.data_ram\[16\]\[12\],10.6
datamem.data_ram\[29\]\[24\],10.6
rvcpu.dp.plmw.RdW\[2\],10.6
net3529,10.6
_02889_,10.585
_03766_,10.585
_07830_,10.58
_11516_,10.58
datamem.data_ram\[12\]\[8\],10.58
datamem.data_ram\[19\]\[18\],10.58
datamem.data_ram\[63\]\[28\],10.58
rvcpu.dp.rf.reg_file_arr\[7\]\[8\],10.58
net1910,10.58
net3569,10.58
net3590,10.58
_03345_,10.565
_03643_,10.565
_03812_,10.565
_05115_,10.56
_10160_,10.56
_11592_,10.56
_14473_,10.56
net2542,10.56
net2746,10.56
_04534_,10.54
_06106_,10.54
_09964_,10.54
datamem.data_ram\[21\]\[12\],10.54
datamem.data_ram\[23\]\[24\],10.54
datamem.data_ram\[41\]\[16\],10.54
rvcpu.dp.plmw.ALUResultW\[27\],10.54
rvcpu.dp.rf.reg_file_arr\[17\]\[29\],10.54
net1326,10.54
datamem.rd_data_mem\[30\],10.535
_01272_,10.525
_01284_,10.525
_02728_,10.525
_09213_,10.52
_09984_,10.52
_13722_,10.52
datamem.data_ram\[10\]\[8\],10.52
net2328,10.52
_02769_,10.505
_02771_,10.505
_02788_,10.505
_02856_,10.505
_03136_,10.505
_03171_,10.505
_03237_,10.505
_03284_,10.505
_03312_,10.505
_03324_,10.505
_03381_,10.505
_05360_,10.5
_13697_,10.5
datamem.data_ram\[37\]\[11\],10.5
datamem.data_ram\[45\]\[23\],10.5
datamem.data_ram\[57\]\[27\],10.5
net2115,10.5
_01563_,10.48
_06318_,10.48
datamem.data_ram\[30\]\[15\],10.48
net3095,10.48
net242,10.46
_06504_,10.46
_08031_,10.46
_14315_,10.46
datamem.data_ram\[17\]\[10\],10.46
datamem.data_ram\[18\]\[20\],10.46
datamem.data_ram\[1\]\[6\],10.46
datamem.data_ram\[20\]\[11\],10.46
datamem.data_ram\[2\]\[6\],10.46
datamem.data_ram\[30\]\[17\],10.46
datamem.data_ram\[36\]\[23\],10.46
net124,10.46
net2026,10.46
net2600,10.46
_11231_,10.455
net247,10.44
_04430_,10.44
_06304_,10.44
_09344_,10.44
datamem.data_ram\[10\]\[29\],10.44
datamem.data_ram\[45\]\[14\],10.44
_05100_,10.42
_05434_,10.42
_07717_,10.42
_11768_,10.42
_12584_,10.42
_14157_,10.42
datamem.data_ram\[15\]\[13\],10.42
datamem.data_ram\[21\]\[15\],10.42
datamem.data_ram\[21\]\[2\],10.42
datamem.data_ram\[40\]\[30\],10.42
datamem.data_ram\[48\]\[1\],10.42
datamem.data_ram\[53\]\[31\],10.42
net1058,10.4
net1116,10.4
net224,10.4
net419,10.4
_08483_,10.4
_09028_,10.4
_09353_,10.4
_10315_,10.4
_12187_,10.4
_13233_,10.4
datamem.data_ram\[55\]\[5\],10.4
net2597,10.4
net3027,10.4
net4013,10.4
rvcpu.dp.rf.reg_file_arr\[6\]\[9\],10.39
_01924_,10.385
_08590_,10.38
_09790_,10.38
_13464_,10.38
datamem.data_ram\[40\]\[4\],10.38
net1843,10.38
net3818,10.38
_02995_,10.365
datamem.data_ram\[43\]\[23\],10.365
datamem.rd_data_mem\[2\],10.365
net912,10.36
_07539_,10.36
_08079_,10.36
_10590_,10.36
_10667_,10.36
_12105_,10.36
datamem.data_ram\[30\]\[23\],10.36
rvcpu.dp.plde.RD2E\[24\],10.36
rvcpu.dp.rf.reg_file_arr\[8\]\[29\],10.36
net2598,10.36
net3391,10.36
net3982,10.36
_04021_,10.355
_05807_,10.34
_06120_,10.34
_07466_,10.34
_11575_,10.34
_11623_,10.34
_14040_,10.34
datamem.data_ram\[26\]\[16\],10.34
net3916,10.34
net861,10.32
net305,10.32
_04509_,10.32
_04615_,10.32
_04626_,10.32
_05605_,10.32
_06333_,10.32
_07040_,10.32
_07248_,10.32
_07847_,10.32
_08288_,10.32
_10170_,10.32
_10959_,10.32
_11696_,10.32
_11998_,10.32
_12344_,10.32
_12833_,10.32
_13809_,10.32
_14378_,10.32
datamem.data_ram\[13\]\[30\],10.32
datamem.data_ram\[25\]\[23\],10.32
datamem.data_ram\[54\]\[24\],10.32
rvcpu.dp.plde.RD1E\[26\],10.32
net2057,10.32
net2321,10.32
net3255,10.32
_04110_,10.305
_07948_,10.3
_11402_,10.3
datamem.data_ram\[33\]\[18\],10.3
datamem.data_ram\[63\]\[13\],10.3
net2333,10.3
net4152,10.3
_01196_,10.285
_03506_,10.285
_03952_,10.285
net1219,10.285
net168,10.28
_04862_,10.28
_07216_,10.28
_07388_,10.28
_07423_,10.28
_09580_,10.28
_09772_,10.28
_09877_,10.28
_09906_,10.28
_12853_,10.28
_14216_,10.28
datamem.data_ram\[29\]\[2\],10.28
datamem.data_ram\[43\]\[14\],10.28
datamem.data_ram\[43\]\[8\],10.28
net1284,10.28
net2133,10.28
net3408,10.28
_08265_,10.26
_10750_,10.26
_12526_,10.26
_12933_,10.26
datamem.data_ram\[18\]\[16\],10.26
datamem.data_ram\[50\]\[13\],10.26
_01887_,10.245
_02350_,10.245
_02434_,10.245
_02815_,10.245
net921,10.24
_04566_,10.24
_12824_,10.24
_13295_,10.24
net1268,10.24
net4226,10.24
net4450,10.24
_01068_,10.225
_06204_,10.22
_07602_,10.22
_08268_,10.22
_08323_,10.22
_12242_,10.22
_13788_,10.215
_01168_,10.205
_02945_,10.205
_04501_,10.2
_05027_,10.2
_10665_,10.2
_11220_,10.2
_13411_,10.2
_13609_,10.2
datamem.data_ram\[14\]\[19\],10.2
datamem.data_ram\[21\]\[25\],10.2
datamem.data_ram\[32\]\[18\],10.2
datamem.data_ram\[5\]\[2\],10.2
net2356,10.2
net3816,10.2
net4121,10.2
_03411_,10.195
_04917_,10.18
_06453_,10.18
_13406_,10.18
_14490_,10.18
datamem.data_ram\[1\]\[15\],10.18
datamem.data_ram\[53\]\[22\],10.18
net1943,10.18
net1239,10.165
_05387_,10.16
_10181_,10.16
datamem.data_ram\[24\]\[12\],10.16
datamem.data_ram\[32\]\[17\],10.16
datamem.data_ram\[43\]\[12\],10.16
datamem.data_ram\[50\]\[30\],10.16
rvcpu.dp.rf.reg_file_arr\[1\]\[30\],10.16
rvcpu.dp.rf.reg_file_arr\[28\]\[23\],10.16
net1934,10.16
net2577,10.16
net4224,10.16
_03315_,10.145
_03070_,10.14
_05699_,10.14
datamem.data_ram\[9\]\[19\],10.14
net2275,10.14
_01804_,10.125
_02694_,10.125
net371,10.12
_07094_,10.12
_07756_,10.12
datamem.data_ram\[12\]\[28\],10.12
datamem.data_ram\[33\]\[8\],10.12
datamem.data_ram\[57\]\[25\],10.12
datamem.data_ram\[7\]\[9\],10.12
rvcpu.dp.plem.WriteDataM\[25\],10.12
net2261,10.12
net3556,10.12
_10839_,10.115
_04522_,10.1
_04631_,10.1
_05066_,10.1
_05131_,10.1
_05735_,10.1
_06853_,10.1
_09487_,10.1
_12131_,10.1
datamem.data_ram\[25\]\[10\],10.1
rvcpu.dp.plmw.ALUResultW\[26\],10.1
net4337,10.1
_07354_,10.08
datamem.data_ram\[19\]\[12\],10.08
datamem.data_ram\[23\]\[14\],10.08
datamem.data_ram\[23\]\[18\],10.08
datamem.data_ram\[35\]\[9\],10.08
datamem.data_ram\[54\]\[4\],10.08
datamem.data_ram\[5\]\[26\],10.08
datamem.data_ram\[9\]\[8\],10.08
net1291,10.08
net1675,10.08
net2646,10.08
_02078_,10.075
_03872_,10.075
_02256_,10.065
_02765_,10.065
net1214,10.065
_06138_,10.06
_09841_,10.06
_01539_,10.045
_02697_,10.045
_02849_,10.045
net505,10.04
_02501_,10.04
_05499_,10.04
_10599_,10.04
_11476_,10.04
datamem.data_ram\[12\]\[10\],10.04
datamem.data_ram\[18\]\[21\],10.04
datamem.data_ram\[22\]\[25\],10.04
datamem.data_ram\[22\]\[2\],10.04
datamem.data_ram\[27\]\[12\],10.04
datamem.data_ram\[29\]\[26\],10.04
datamem.data_ram\[32\]\[1\],10.04
datamem.data_ram\[33\]\[16\],10.04
datamem.data_ram\[34\]\[24\],10.04
datamem.data_ram\[45\]\[13\],10.04
datamem.data_ram\[48\]\[24\],10.04
datamem.data_ram\[50\]\[1\],10.04
datamem.data_ram\[50\]\[28\],10.04
datamem.data_ram\[59\]\[11\],10.04
datamem.data_ram\[8\]\[27\],10.04
rvcpu.dp.rf.reg_file_arr\[17\]\[25\],10.04
net4428,10.04
_02194_,10.025
datamem.data_ram\[12\]\[0\],10.02
_03479_,10.005
_06800_,10
_08073_,10
_11108_,10
_11551_,10
datamem.data_ram\[34\]\[20\],10
datamem.data_ram\[3\]\[17\],10
datamem.data_ram\[63\]\[30\],10
rvcpu.dp.plde.PCE\[19\],10
rvcpu.dp.plem.PCPlus4M\[10\],10
rvcpu.dp.plmw.ALUResultW\[24\],10
rvcpu.dp.rf.reg_file_arr\[17\]\[18\],10
_01937_,9.985
net434,9.98
_05022_,9.98
_08168_,9.98
_12052_,9.98
_12944_,9.98
_13817_,9.98
datamem.data_ram\[17\]\[18\],9.98
datamem.data_ram\[34\]\[28\],9.98
datamem.data_ram\[49\]\[31\],9.98
datamem.data_ram\[6\]\[30\],9.98
net2199,9.98
net3164,9.98
net3173,9.98
_02312_,9.965
_03682_,9.965
_06543_,9.96
_10563_,9.96
_12207_,9.96
datamem.data_ram\[11\]\[24\],9.96
net2609,9.96
_03289_,9.955
net865,9.94
net1070,9.94
_04593_,9.94
_04762_,9.94
_05324_,9.94
_07916_,9.94
_08324_,9.94
_08897_,9.94
_12070_,9.94
_12578_,9.94
_13128_,9.94
_14374_,9.94
datamem.data_ram\[12\]\[23\],9.94
datamem.data_ram\[17\]\[6\],9.94
datamem.data_ram\[27\]\[11\],9.94
datamem.data_ram\[29\]\[13\],9.94
datamem.data_ram\[47\]\[28\],9.94
datamem.data_ram\[54\]\[27\],9.94
datamem.data_ram\[7\]\[6\],9.94
net2593,9.94
net2645,9.94
net4219,9.94
net568,9.92
_06409_,9.92
_08218_,9.92
_08449_,9.92
_11165_,9.92
datamem.data_ram\[31\]\[17\],9.92
datamem.data_ram\[9\]\[29\],9.92
rvcpu.dp.pcreg.q\[0\],9.92
correct,9.91
_01893_,9.905
_03256_,9.905
net471,9.9
net770,9.9
_07187_,9.9
_11376_,9.9
_12663_,9.9
datamem.data_ram\[12\]\[31\],9.9
datamem.data_ram\[40\]\[31\],9.9
datamem.data_ram\[59\]\[19\],9.9
rvcpu.dp.plde.PCE\[21\],9.9
_04423_,9.88
_04690_,9.88
_08229_,9.88
_11166_,9.88
_12708_,9.88
_12971_,9.88
_13772_,9.88
datamem.data_ram\[15\]\[15\],9.88
datamem.data_ram\[15\]\[5\],9.88
_04406_,9.865
_04657_,9.86
_04945_,9.86
_05849_,9.86
_05942_,9.86
_06051_,9.86
_07029_,9.86
_07074_,9.86
_07369_,9.86
_07655_,9.86
_07715_,9.86
_08077_,9.86
_10914_,9.86
_11117_,9.86
_11391_,9.86
_11461_,9.86
_11480_,9.86
_11845_,9.86
_11943_,9.86
_13362_,9.86
_14537_,9.86
datamem.data_ram\[29\]\[17\],9.86
datamem.data_ram\[61\]\[13\],9.86
rvcpu.dp.rf.reg_file_arr\[17\]\[21\],9.86
net1393,9.86
_01355_,9.855
_04219_,9.845
_06638_,9.84
_11525_,9.84
_11685_,9.84
datamem.data_ram\[10\]\[13\],9.84
datamem.data_ram\[38\]\[18\],9.83
_01731_,9.825
_02196_,9.825
_04020_,9.825
datamem.data_ram\[7\]\[2\],9.825
net440,9.82
net714,9.82
_04532_,9.82
_05242_,9.82
_05498_,9.82
_05779_,9.82
_06210_,9.82
_06443_,9.82
_08283_,9.82
_08969_,9.82
_09045_,9.82
_11067_,9.82
_11646_,9.82
_12605_,9.82
_12630_,9.82
_14512_,9.82
datamem.data_ram\[30\]\[5\],9.82
datamem.data_ram\[43\]\[30\],9.82
datamem.data_ram\[45\]\[17\],9.82
datamem.data_ram\[48\]\[13\],9.82
net2119,9.82
net2345,9.82
net2858,9.82
_01343_,9.8
_04961_,9.8
_08603_,9.8
_10319_,9.8
_12915_,9.8
_12965_,9.8
_13118_,9.8
datamem.data_ram\[53\]\[17\],9.8
datamem.data_ram\[56\]\[5\],9.8
rvcpu.dp.plem.lAuiPCM\[25\],9.8
_02775_,9.785
_07162_,9.78
_07255_,9.78
_07880_,9.78
_14298_,9.78
_14319_,9.78
datamem.data_ram\[35\]\[18\],9.78
datamem.data_ram\[37\]\[4\],9.78
net2503,9.78
net4032,9.78
_03077_,9.76
_08384_,9.76
_10428_,9.76
_12784_,9.76
datamem.data_ram\[6\]\[12\],9.76
net2421,9.76
net2441,9.76
net2518,9.76
net2539,9.76
net4232,9.76
datamem.data_ram\[9\]\[21\],9.75
_02764_,9.745
net728,9.74
_09156_,9.74
_13001_,9.74
_13384_,9.74
datamem.data_ram\[19\]\[22\],9.74
datamem.data_ram\[21\]\[30\],9.74
datamem.data_ram\[22\]\[26\],9.74
datamem.data_ram\[23\]\[29\],9.74
datamem.data_ram\[3\]\[20\],9.74
net4215,9.74
_08212_,9.72
_11515_,9.72
_12569_,9.72
_12767_,9.72
_12954_,9.72
datamem.data_ram\[25\]\[11\],9.72
net2295,9.72
net2724,9.72
net3210,9.72
_01667_,9.705
_08150_,9.7
_08967_,9.7
_11179_,9.7
_13734_,9.7
datamem.data_ram\[17\]\[8\],9.7
datamem.data_ram\[1\]\[22\],9.7
datamem.data_ram\[33\]\[15\],9.7
datamem.data_ram\[33\]\[24\],9.7
datamem.data_ram\[34\]\[17\],9.7
datamem.data_ram\[3\]\[27\],9.7
datamem.data_ram\[60\]\[30\],9.7
datamem.data_ram\[61\]\[30\],9.7
rvcpu.dp.pcreg.q\[19\],9.7
rvcpu.dp.rf.reg_file_arr\[15\]\[4\],9.7
net1847,9.7
net2487,9.7
net4258,9.7
_01547_,9.685
_03304_,9.685
_01256_,9.68
_04559_,9.68
datamem.data_ram\[54\]\[8\],9.68
datamem.data_ram\[55\]\[31\],9.68
net3995,9.68
_02243_,9.665
_07326_,9.66
_08647_,9.66
_12661_,9.66
_13627_,9.66
datamem.data_ram\[38\]\[7\],9.66
datamem.data_ram\[3\]\[24\],9.66
datamem.data_ram\[3\]\[30\],9.66
datamem.data_ram\[40\]\[19\],9.66
datamem.data_ram\[59\]\[15\],9.66
rvcpu.dp.rf.reg_file_arr\[3\]\[28\],9.66
clknet_leaf_288_clk,9.66
net2694,9.66
net3781,9.66
net4039,9.66
_02781_,9.645
_03327_,9.645
_03494_,9.645
_03503_,9.645
_10271_,9.64
_12392_,9.64
_12797_,9.64
_13530_,9.64
net889,9.62
_01816_,9.62
_03057_,9.62
_05480_,9.62
_05523_,9.62
datamem.data_ram\[20\]\[17\],9.62
datamem.data_ram\[20\]\[8\],9.62
datamem.data_ram\[30\]\[26\],9.62
datamem.data_ram\[48\]\[23\],9.62
datamem.data_ram\[6\]\[9\],9.62
datamem.data_ram\[9\]\[14\],9.615
datamem.data_ram\[26\]\[31\],9.61
datamem.data_ram\[57\]\[29\],9.61
_02853_,9.605
_02987_,9.605
_08975_,9.6
_11457_,9.6
datamem.data_ram\[39\]\[6\],9.6
net3263,9.6
net3788,9.6
_04089_,9.585
datamem.data_ram\[33\]\[0\],9.585
datamem.data_ram\[43\]\[3\],9.585
_05336_,9.58
_05415_,9.58
datamem.data_ram\[14\]\[7\],9.58
datamem.data_ram\[21\]\[10\],9.58
datamem.data_ram\[2\]\[24\],9.58
datamem.data_ram\[30\]\[11\],9.58
datamem.data_ram\[41\]\[22\],9.58
datamem.data_ram\[41\]\[24\],9.58
datamem.data_ram\[45\]\[16\],9.58
datamem.data_ram\[51\]\[27\],9.58
datamem.data_ram\[56\]\[12\],9.58
datamem.data_ram\[59\]\[25\],9.58
datamem.data_ram\[7\]\[8\],9.58
datamem.data_ram\[9\]\[12\],9.58
rvcpu.dp.pcreg.q\[7\],9.58
rvcpu.dp.rf.reg_file_arr\[11\]\[28\],9.58
rvcpu.dp.rf.reg_file_arr\[23\]\[2\],9.58
net1364,9.58
net3998,9.58
_02164_,9.56
_11378_,9.56
rvcpu.dp.rf.reg_file_arr\[6\]\[16\],9.555
_02340_,9.545
rvcpu.dp.rf.reg_file_arr\[22\]\[6\],9.545
_07053_,9.54
_07063_,9.54
_07719_,9.54
_11491_,9.54
_12058_,9.54
datamem.data_ram\[0\]\[24\],9.54
datamem.data_ram\[16\]\[7\],9.54
datamem.data_ram\[38\]\[4\],9.54
datamem.data_ram\[40\]\[9\],9.54
net3458,9.54
net3495,9.54
_03207_,9.52
_07284_,9.52
_08733_,9.52
_09503_,9.52
_10537_,9.52
_11346_,9.52
_12102_,9.52
_13476_,9.52
_14491_,9.52
rvcpu.dp.plde.RD2E\[28\],9.52
net4388,9.52
_01558_,9.505
_01610_,9.505
_03441_,9.505
_05400_,9.5
_05933_,9.5
_06357_,9.5
_08135_,9.5
_08470_,9.5
_11375_,9.5
datamem.data_ram\[62\]\[27\],9.5
net2573,9.5
net519,9.48
_05107_,9.48
_06809_,9.48
_07003_,9.48
_07591_,9.48
_10423_,9.48
_13792_,9.48
_14554_,9.48
datamem.data_ram\[19\]\[8\],9.48
datamem.data_ram\[20\]\[15\],9.48
datamem.data_ram\[49\]\[13\],9.48
datamem.data_ram\[7\]\[24\],9.48
net1440,9.48
net1503,9.48
net1563,9.48
net3330,9.48
net3345,9.48
net4214,9.48
net4366,9.48
rvcpu.dp.rf.reg_file_arr\[18\]\[12\],9.475
net762,9.46
_05956_,9.46
datamem.data_ram\[4\]\[1\],9.46
_01920_,9.445
_02017_,9.445
_02991_,9.445
_03864_,9.445
net1117,9.44
net193,9.44
_04726_,9.44
_04739_,9.44
_07005_,9.44
_07499_,9.44
_07532_,9.44
_08100_,9.44
_08581_,9.44
_08922_,9.44
_09085_,9.44
_10373_,9.44
_10963_,9.44
_11355_,9.44
_12297_,9.44
_14431_,9.44
_14552_,9.44
datamem.data_ram\[1\]\[25\],9.44
rvcpu.dp.plem.lAuiPCM\[28\],9.44
rvcpu.dp.rf.reg_file_arr\[16\]\[23\],9.44
rvcpu.dp.rf.reg_file_arr\[5\]\[12\],9.44
net1352,9.44
net1854,9.44
net2461,9.44
net3375,9.44
net3605,9.44
net4164,9.44
_04579_,9.42
_04934_,9.42
_05133_,9.42
_08017_,9.42
_11006_,9.42
_12285_,9.42
_12633_,9.42
datamem.data_ram\[17\]\[15\],9.42
datamem.data_ram\[24\]\[11\],9.42
datamem.data_ram\[42\]\[20\],9.42
net3033,9.42
_03505_,9.405
net189,9.4
_04504_,9.4
_06434_,9.4
_07083_,9.4
_07331_,9.4
_08315_,9.4
_11987_,9.4
_12547_,9.4
_14582_,9.4
datamem.data_ram\[2\]\[5\],9.4
datamem.data_ram\[38\]\[22\],9.4
net3463,9.4
net3586,9.4
_03895_,9.395
_02291_,9.385
_07384_,9.38
_13032_,9.38
_14410_,9.38
datamem.data_ram\[19\]\[14\],9.38
datamem.data_ram\[38\]\[23\],9.38
datamem.data_ram\[63\]\[15\],9.38
rvcpu.dp.plfd.PCPlus4D\[27\],9.38
datamem.data_ram\[6\]\[27\],9.365
datamem.rd_data_mem\[16\],9.365
net308,9.36
net549,9.36
net723,9.36
net749,9.36
_04749_,9.36
_04806_,9.36
_04833_,9.36
_04988_,9.36
_05091_,9.36
_05191_,9.36
_05592_,9.36
_09343_,9.36
_11451_,9.36
_12176_,9.36
_13361_,9.36
_14493_,9.36
datamem.data_ram\[0\]\[9\],9.36
datamem.data_ram\[15\]\[25\],9.36
datamem.data_ram\[29\]\[9\],9.36
datamem.data_ram\[33\]\[22\],9.36
datamem.data_ram\[45\]\[9\],9.36
datamem.data_ram\[48\]\[25\],9.36
datamem.data_ram\[4\]\[7\],9.36
datamem.data_ram\[7\]\[12\],9.36
net1745,9.36
net2187,9.36
net2239,9.36
net2756,9.36
net3716,9.36
_12910_,9.34
_14110_,9.34
datamem.data_ram\[14\]\[4\],9.34
datamem.data_ram\[20\]\[10\],9.34
datamem.data_ram\[28\]\[6\],9.34
datamem.data_ram\[37\]\[22\],9.34
datamem.data_ram\[53\]\[29\],9.34
datamem.data_ram\[57\]\[24\],9.34
datamem.data_ram\[60\]\[2\],9.34
datamem.data_ram\[6\]\[25\],9.34
_03987_,9.335
datamem.data_ram\[43\]\[0\],9.33
_04456_,9.32
_06180_,9.32
_07155_,9.32
_07566_,9.32
_07777_,9.32
_07919_,9.32
_08220_,9.32
_08342_,9.32
_09974_,9.32
_11582_,9.32
_11986_,9.32
_12293_,9.32
_12714_,9.32
_13166_,9.32
_13845_,9.32
_14120_,9.32
_14174_,9.32
_14323_,9.32
_14502_,9.32
datamem.data_ram\[27\]\[8\],9.32
net1928,9.32
net2371,9.32
_02057_,9.315
_01406_,9.305
_04349_,9.305
_06467_,9.3
_08187_,9.3
net3054,9.3
net3593,9.3
net3962,9.3
_08105_,9.28
_08106_,9.28
_11103_,9.28
_13487_,9.28
datamem.data_ram\[15\]\[28\],9.28
datamem.data_ram\[19\]\[16\],9.28
datamem.data_ram\[22\]\[27\],9.28
rvcpu.dp.plfd.PCD\[25\],9.28
rvcpu.dp.plmw.ALUResultW\[19\],9.28
net2092,9.28
net3934,9.28
_02042_,9.275
_04790_,9.26
_06480_,9.26
_06557_,9.26
_10349_,9.26
datamem.data_ram\[28\]\[17\],9.26
datamem.data_ram\[42\]\[26\],9.26
net2405,9.26
net2706,9.26
net3694,9.26
_03278_,9.245
_04772_,9.24
_05449_,9.24
_05520_,9.24
_05538_,9.24
_06029_,9.24
_06895_,9.24
datamem.data_ram\[12\]\[18\],9.24
datamem.data_ram\[15\]\[27\],9.24
datamem.data_ram\[22\]\[12\],9.24
datamem.data_ram\[22\]\[13\],9.24
datamem.data_ram\[30\]\[12\],9.24
datamem.data_ram\[39\]\[9\],9.24
datamem.data_ram\[3\]\[13\],9.24
datamem.data_ram\[48\]\[15\],9.24
datamem.data_ram\[48\]\[16\],9.24
datamem.data_ram\[9\]\[15\],9.24
datamem.data_ram\[9\]\[27\],9.24
rvcpu.dp.rf.reg_file_arr\[27\]\[12\],9.24
rvcpu.dp.rf.reg_file_arr\[30\]\[22\],9.24
_02871_,9.235
_03308_,9.235
_01418_,9.225
_03316_,9.225
datamem.rd_data_mem\[7\],9.225
datamem.data_ram\[32\]\[12\],9.22
net1938,9.22
net2329,9.22
net3435,9.22
net3471,9.22
net4151,9.22
net4167,9.22
_04376_,9.205
_07732_,9.2
_09676_,9.2
_11988_,9.2
_12273_,9.2
datamem.data_ram\[0\]\[26\],9.2
datamem.data_ram\[3\]\[18\],9.2
datamem.data_ram\[48\]\[20\],9.2
datamem.data_ram\[10\]\[14\],9.19
_02608_,9.185
_03219_,9.185
_03270_,9.185
_04039_,9.185
_05125_,9.18
_09948_,9.18
datamem.data_ram\[18\]\[27\],9.18
net3176,9.18
_05787_,9.17
_08070_,9.17
_05402_,9.16
_09784_,9.16
_11015_,9.16
_12409_,9.16
_13383_,9.16
datamem.data_ram\[23\]\[11\],9.16
datamem.data_ram\[27\]\[30\],9.16
datamem.data_ram\[53\]\[24\],9.16
net3253,9.16
net4378,9.16
_06167_,9.14
_01437_,9.125
_12071_,9.12
_12254_,9.12
