net,length_um
rvcpu.dp.SrcBFW_Mux.y\[14\],184.205
rvcpu.dp.plde.ImmExtE\[22\],184.2
_05313_,184.16
_12458_,184.06
_09545_,184.02
_13390_,183.82
_10348_,183.795
_05729_,183.565
net15,183.38
_13472_,183.06
_11831_,182.95
clknet_1_0__leaf__10087_,182.89
_04551_,182.78
_05606_,182.65
_07119_,182.63
rvcpu.dp.SrcBFW_Mux.y\[30\],182.545
clknet_1_1__leaf__10110_,182.52
_14349_,182.44
_04938_,182.14
_04525_,181.84
_13497_,181.46
_08748_,181.405
_10456_,181
_05010_,180.95
_05665_,180.89
rvcpu.dp.SrcBFW_Mux.y\[25\],180.86
_10115_,180.8
_05292_,180.76
_09705_,180.67
_04648_,180.62
_11478_,180.62
_10396_,180.36
_04913_,180.32
_11524_,180.22
_13458_,180.2
rvcpu.dp.plem.ALUResultM\[18\],180.05
_09578_,180
_10269_,179.94
_05240_,179.77
_10580_,179.66
_09528_,179.45
_04539_,179.4
_13320_,179.19
_09654_,179.09
_12136_,178.92
_09953_,178.84
_09232_,178.58
_10571_,178.58
_10004_,178.49
_08627_,178.425
_14247_,178.42
_08925_,178.34
_10814_,178.335
_08598_,178.14
_11749_,178.13
_08916_,177.64
_14311_,177.62
_14572_,177.62
_12688_,177.54
rvcpu.dp.plde.ImmExtE\[20\],177.38
_05784_,177.27
_11542_,177.12
_12095_,177.06
_13528_,176.85
datamem.data_ram\[52\]\[21\],176.72
_12762_,176.7
_09695_,176.6
clknet_1_0__leaf__10152_,176.54
rvcpu.dp.SrcBFW_Mux.y\[18\],176.485
_10465_,176.44
_08848_,176.34
_13049_,176.32
_09938_,176.26
_11904_,175.99
_13521_,175.74
_13489_,175.56
_05967_,175.495
_10824_,175.48
_08564_,175.34
rvcpu.dp.plem.ALUResultM\[10\],175.3
_08182_,175.14
_11522_,174.975
_08735_,174.67
_05268_,174.6
_04684_,174.26
rvcpu.dp.SrcBFW_Mux.y\[27\],174.26
_06945_,174.18
rvcpu.dp.SrcBFW_Mux.y\[29\],174.165
_11919_,174.11
_13721_,174.11
_08827_,173.94
_14152_,173.94
_14275_,173.9
rvcpu.dp.plde.ImmExtE\[26\],173.8
_10921_,173.77
_10802_,173.41
_05684_,173.2
_05776_,173.18
_09433_,173.16
_11918_,173.035
_05727_,172.935
clknet_1_0__leaf__10172_,172.86
_10715_,172.48
_13305_,172.32
_09652_,172.1
_05769_,172
_13282_,171.93
_08884_,171.76
_05421_,171.7
_04815_,171.56
_08512_,171.38
_04540_,171.33
rvcpu.dp.SrcBFW_Mux.y\[28\],171.185
_05104_,171.06
_14547_,171.06
rvcpu.dp.plem.WriteDataM\[0\],170.96
_05277_,170.94
_05057_,170.91
_09776_,170.6
_10764_,170.58
rvcpu.ALUResultE\[8\],170.55
_09285_,170.54
clknet_5_7__leaf_clk,170.43
rvcpu.dp.plde.ImmExtE\[23\],170.38
_08795_,170.36
_09352_,170.28
_08796_,170.16
_11863_,170.03
_12887_,169.98
_09750_,169.9
clknet_0__10126_,169.37
_08873_,169.34
_13333_,169.05
_09571_,169.04
_04598_,168.915
_13413_,168.9
_04514_,168.83
_09006_,168.59
_09332_,168.56
_10729_,168.46
rvcpu.dp.plde.ImmExtE\[24\],168.4
_13018_,168.37
_12756_,168.26
_13346_,168.215
_10760_,168.18
_08823_,168.14
_13309_,168.05
_09892_,167.77
_10857_,167.72
_13648_,167.52
datamem.data_ram\[52\]\[2\],167.455
rvcpu.dp.plem.ALUResultM\[8\],167.38
_12365_,167.34
_11256_,167.17
_05046_,167.04
_10338_,167.02
_11748_,166.96
_13317_,166.88
_07964_,166.8
rvcpu.dp.plmw.ReadDataW\[28\],166.26
_03053_,166.22
_09762_,166.06
_10491_,166.05
_10754_,166.04
_05730_,165.935
_04851_,165.81
_12289_,165.64
_05654_,165.26
_05129_,165.22
rvcpu.dp.plde.ImmExtE\[25\],165.18
_14103_,165.02
_08672_,164.9
_09673_,164.83
rvcpu.dp.pcreg.q\[9\],164.79
_09805_,164.78
_12251_,164.62
_12197_,164.18
_13321_,164.08
_13303_,164.03
_11144_,163.81
clknet_5_8__leaf_clk,163.62
_11497_,163.14
_08854_,163.12
_08361_,163.11
_10398_,163.075
_04451_,163.02
_07597_,163
_05669_,162.92
_13308_,162.9
_01134_,162.885
net20,162.81
_08667_,162.63
_10442_,162.6
rvcpu.ALUResultE\[10\],162.46
_11813_,162.18
_10040_,162.05
_14407_,161.96
_04804_,161.16
_11109_,161.16
_09021_,160.88
rvcpu.dp.plem.WriteDataM\[3\],160.82
clknet_5_0__leaf_clk,160.8
clknet_1_1__leaf__10205_,160.65
_05269_,160.61
clknet_1_0__leaf__10244_,160.29
_10820_,160.18
_11467_,160.16
rvcpu.dp.plem.ALUResultM\[19\],160.13
net9,160.13
_11700_,159.8
_14536_,159.74
_10733_,159.6
_14210_,159.5
_04489_,159.4
_09735_,159.26
_10221_,159.12
_09149_,158.94
_08652_,158.86
_12316_,158.81
_12087_,158.62
_05275_,158.37
_10367_,158.32
_05604_,158.245
_13430_,158.2
_06988_,158.04
clknet_1_1__leaf__10240_,157.79
_07909_,157.75
_12764_,157.7
_13159_,157.56
_08867_,157.47
_10022_,157.42
_12091_,156.96
_05579_,156.95
_10737_,156.61
_10739_,156.61
_13397_,156.44
_13659_,156.35
_14297_,156.26
clknet_5_10__leaf_clk,156.26
_11534_,156.23
_11753_,156.2
_04996_,156.16
_14333_,155.99
_09282_,155.84
_09314_,155.68
_05668_,155.61
_01057_,155.52
clknet_1_0__leaf__10079_,155.5
_09638_,155.49
_06411_,155.42
_13421_,155.265
_10386_,155.26
_12307_,155.06
_13315_,155.03
_10751_,155.025
_10784_,155
_09724_,154.98
_08504_,154.95
_13931_,154.88
_08809_,154.76
_11263_,154.74
_09160_,154.66
_10124_,154.62
_10222_,154.6
_11325_,154.48
net115,154.46
_13314_,153.995
clknet_1_0__leaf__10221_,153.86
_08531_,153.68
_08699_,153.63
_13598_,153.59
rvcpu.dp.plem.ALUResultM\[15\],153.43
_05278_,153.42
_04974_,153.285
clknet_1_1__leaf__10258_,152.9
_04887_,152.52
_08751_,152.5
_10084_,152.45
_09822_,152.44
_05265_,152.235
_05469_,152.055
_08503_,152.02
_11147_,152.015
_07615_,151.84
rvcpu.dp.plde.ImmExtE\[27\],151.73
_09849_,151.72
_01038_,151.695
datamem.data_ram\[52\]\[19\],151.56
_09789_,151.42
_07153_,151.405
_05484_,151.335
_13561_,151.33
rvcpu.ALUResultE\[28\],151.205
_07502_,151.13
_09195_,151.12
_09760_,151.07
_12126_,150.98
_08846_,150.84
_12142_,150.75
rvcpu.dp.plem.ALUResultM\[21\],150.72
_07646_,150.7
rvcpu.dp.SrcBFW_Mux.y\[10\],150.48
rvcpu.dp.plem.ALUResultM\[9\],150.46
_14081_,150.36
_04901_,150.16
_09060_,150.14
net1293,150.09
_05663_,149.78
_05808_,149.66
_09197_,149.44
rvcpu.dp.plmw.ReadDataW\[27\],149.26
_08515_,149.22
_11991_,149.1
clknet_1_1__leaf__10087_,149.01
_11105_,148.98
rvcpu.dp.plde.ImmExtE\[29\],148.98
_10440_,148.63
clknet_1_1__leaf__10266_,148.61
_12206_,148.51
clknet_1_1__leaf__10128_,148.46
_08501_,148.3
rvcpu.dp.SrcBFW_Mux.y\[11\],148.3
rvcpu.ALUResultE\[29\],148.265
_05293_,148.22
rvcpu.dp.SrcBFW_Mux.y\[9\],148.075
_09450_,148.04
_08862_,147.99
rvcpu.dp.SrcBFW_Mux.y\[26\],147.955
_04478_,147.87
rvcpu.dp.plem.WriteDataM\[2\],147.66
rvcpu.dp.SrcBFW_Mux.y\[12\],147.605
_10357_,147.58
_05768_,147.5
_14198_,147.42
_04562_,147.16
_11329_,147.06
_13326_,147.025
_09713_,146.98
_12061_,146.93
_04467_,146.88
_09494_,146.75
_04623_,146.59
net1581,146.565
_05702_,146.535
_04576_,146.53
_08634_,146.52
_08011_,146.5
_05340_,146.48
_09194_,146.44
_07512_,146.42
clknet_5_5__leaf_clk,146.35
_07321_,146.22
clknet_1_1__leaf__10080_,145.82
_01044_,145.66
_09725_,145.56
_11258_,145.56
_06108_,145.51
_11275_,145.495
_11875_,145.44
_13689_,145.315
_13010_,145.27
rvcpu.dp.plem.WriteDataM\[7\],145.16
_11795_,145.14
_13313_,145.1
_10053_,145.06
_08798_,145.02
_12702_,145.02
_10768_,144.84
clknet_1_0__leaf__10258_,144.78
clknet_1_0__leaf__10080_,144.74
_09969_,144.7
_08794_,144.58
rvcpu.dp.plmw.ReadDataW\[24\],144.58
_04611_,144.48
clknet_1_0__leaf__10126_,144.42
_14489_,144.395
_11849_,144.38
clknet_leaf_155_clk,144.3
_05279_,144.25
rvcpu.dp.plem.ALUResultM\[17\],144.24
_12741_,144.04
clknet_leaf_48_clk,144.04
_13428_,144.005
_11570_,143.99
_08656_,143.64
_09267_,143.32
_09780_,143.2
_09143_,143.14
clknet_1_1__leaf__10204_,143.06
_05603_,143.05
_11290_,142.9
_13758_,142.795
clknet_1_1__leaf__10223_,142.72
_05349_,142.715
_10946_,142.7
_09759_,142.64
_05506_,142.395
_12036_,142.265
_08024_,142.26
_09777_,142.1
_12456_,142.04
_09387_,141.91
_12727_,141.91
_09183_,141.74
_10470_,141.74
_12169_,141.72
_09228_,141.7
_11618_,141.66
_09525_,141.61
_11511_,141.58
_09041_,141.48
_13562_,141.35
_09952_,140.94
_11104_,140.93
_06911_,140.72
clknet_1_0__leaf__10102_,140.69
_11177_,140.66
_14384_,140.32
_07779_,140.1
_13349_,140
_05339_,139.86
_09575_,139.84
_09131_,139.78
_05320_,139.545
_10070_,139.53
_09546_,139.4
_10868_,139.27
_11009_,139.1
_13094_,139.06
_05446_,138.85
clknet_1_1__leaf__10089_,138.61
clknet_1_1__leaf__10088_,138.52
clknet_1_1__leaf__10181_,138.45
_05032_,138.37
_11762_,138.3
_12412_,138.09
_09011_,137.9
_13974_,137.66
_10064_,137.61
_09248_,137.5
_12143_,137.5
_01054_,137.385
_05118_,137.38
_13353_,137.35
_07807_,137.34
clknet_leaf_0_clk,137.3
_13214_,137.3
_09834_,137.22
_13341_,137.21
_12698_,137.1
_11761_,137.04
_09703_,136.98
_12224_,136.93
clknet_1_1__leaf__10172_,136.85
_11113_,136.84
_09918_,136.82
rvcpu.ALUResultE\[7\],136.77
_05683_,136.74
_10922_,136.71
clknet_1_0__leaf__10219_,136.47
clknet_0__10108_,136.47
_07016_,136.36
_05992_,136.34
_12355_,136.32
clknet_leaf_102_clk,136.18
_06773_,136.14
rvcpu.dp.plmw.ReadDataW\[26\],136.14
rvcpu.dp.plde.ImmExtE\[28\],136.06
_08890_,135.98
_05709_,135.75
_08408_,135.7
_11279_,135.68
_12042_,135.58
_13343_,135.46
_09813_,135.41
_09666_,135.36
_10092_,135.23
_09986_,135.02
_08768_,135
_12452_,134.98
_13381_,134.91
_08240_,134.9
net112,134.84
clknet_1_1__leaf__10084_,134.46
_07437_,134.4
rvcpu.dp.plem.ALUResultM\[20\],134.33
_07170_,134.3
_09631_,134.24
_08530_,134.22
_08947_,134.14
_09288_,134.14
_08915_,134.11
_13337_,134.06
clknet_5_25__leaf_clk,133.97
_14130_,133.86
_12093_,133.72
_09870_,133.68
_05691_,133.51
_09931_,133.46
_11540_,133.42
_09490_,133.38
datamem.data_ram\[52\]\[31\],133.36
_11142_,133.33
_09510_,133.23
_01052_,132.995
_05574_,132.95
_11752_,132.84
_05475_,132.835
rvcpu.dp.plem.ALUResultM\[23\],132.8
_09056_,132.76
_09830_,132.73
_05327_,132.605
_11121_,132.58
_06109_,132.51
_11798_,132.51
_06622_,132.48
_06377_,132.28
clknet_1_1__leaf__10133_,132.17
_08488_,131.76
_12155_,131.74
_13891_,131.73
_05622_,131.695
_10444_,131.67
_01152_,131.665
_10402_,131.6
_10439_,131.58
datamem.data_ram\[35\]\[7\],131.58
_09831_,131.35
clknet_1_0__leaf__10112_,131.25
_08626_,131.225
clknet_leaf_241_clk,131.2
_01045_,131.025
_13492_,131.02
_10961_,130.96
clknet_1_0__leaf__10130_,130.83
_13281_,130.72
_13085_,130.68
_07668_,130.52
clknet_1_0__leaf__11602_,130.28
clknet_leaf_274_clk,130.18
_08492_,130.17
_05864_,130.05
_11155_,130.04
rvcpu.dp.plde.ImmExtE\[30\],130.02
clknet_1_1__leaf__10130_,129.98
_13531_,129.95
_13449_,129.93
_13821_,129.9
_05174_,129.79
_09012_,129.66
_10811_,129.66
_09212_,129.56
_11397_,129.5
clknet_1_1__leaf__10243_,129.46
_08808_,129.42
_10030_,129.37
_13554_,129.3
_11640_,129.21
_10446_,129.2
_05590_,129.185
_09146_,129.15
_08851_,129.1
_08045_,129.06
_13364_,129.03
_11767_,128.98
_09891_,128.9
net7,128.86
clknet_1_1__leaf__10082_,128.67
clknet_1_1__leaf__10248_,128.46
clknet_leaf_144_clk,128.42
_08712_,128.36
_10641_,128.36
_05696_,128.305
_05676_,128.3
_07319_,128.3
_10073_,128.09
clknet_1_1__leaf__10260_,127.99
_01053_,127.865
_10366_,127.79
_06493_,127.78
_13876_,127.78
_14199_,127.77
_09439_,127.66
_13335_,127.64
_05500_,127.555
_10521_,127.54
_11938_,127.54
_05175_,127.53
_10452_,127.5
rvcpu.ALUResultE\[0\],127.5
rvcpu.ALUResultE\[16\],127.165
datamem.data_ram\[52\]\[26\],127.16
_13393_,126.93
_01028_,126.92
_09236_,126.92
_11797_,126.72
rvcpu.dp.plem.WriteDataM\[5\],126.7
_07549_,126.68
clknet_1_1__leaf__10244_,126.62
clknet_leaf_122_clk,126.6
_00003_,126.54
_10205_,126.48
_13773_,126.42
_04612_,126.37
_09322_,126.28
_07076_,126.22
clknet_1_1__leaf__10139_,126.11
rvcpu.ALUResultE\[1\],126.1
_11507_,126.025
_10909_,125.96
clknet_1_1__leaf__10267_,125.91
_09602_,125.84
_08520_,125.82
_12749_,125.76
clknet_leaf_264_clk,125.34
rvcpu.dp.SrcBFW_Mux.y\[6\],125.3
_01138_,125.145
_14488_,125.14
clknet_1_0__leaf__10238_,125.03
_05719_,125
clknet_5_3__leaf_clk,124.88
_04719_,124.83
_05733_,124.79
clknet_1_0__leaf__10223_,124.77
clknet_1_0__leaf__10178_,124.76
_05437_,124.705
clknet_1_1__leaf__10086_,124.66
_11021_,124.6
_11573_,124.54
_11057_,124.48
_08994_,124.46
_13169_,124.32
_12080_,124.3
_08966_,124.18
_12128_,124.17
_12735_,124.16
_05689_,124.09
_05370_,123.96
_10848_,123.96
_11273_,123.805
_09095_,123.78
_11841_,123.78
rvcpu.dp.plem.WriteDataM\[6\],123.7
datamem.data_ram\[62\]\[7\],123.645
_14052_,123.625
_13290_,123.58
_10829_,123.54
_09901_,123.35
_13392_,123.32
_08625_,123.295
_08872_,123.06
_12140_,123.04
_09034_,123.02
_07879_,123
_13171_,122.96
datamem.data_ram\[35\]\[5\],122.91
_09840_,122.9
_09886_,122.78
clknet_1_0__leaf__10159_,122.75
_05697_,122.63
_12747_,122.46
clknet_leaf_171_clk,122.45
_08681_,122.44
_10725_,122.16
_14310_,122.08
_13628_,121.98
clknet_leaf_156_clk,121.86
_09047_,121.8
_12443_,121.74
_05196_,121.72
_08662_,121.66
_14235_,121.66
_08624_,121.56
_08821_,121.48
clknet_leaf_22_clk,121.33
clknet_1_0__leaf__10261_,121.33
_05490_,121.245
_05677_,121.15
_05799_,121.1
clknet_leaf_139_clk,121.03
net52,120.94
rvcpu.dp.plem.ALUResultM\[25\],120.84
_08906_,120.46
_11408_,120.34
_10055_,120.335
_08864_,120.28
_12130_,120.235
_05682_,120.19
_11085_,120.14
_06384_,120.12
clknet_leaf_217_clk,120.06
_08804_,120.01
_08621_,119.98
_08427_,119.96
_09902_,119.93
datamem.data_ram\[34\]\[7\],119.86
_08786_,119.76
_11379_,119.56
clknet_leaf_93_clk,119.53
_05380_,119.49
rvcpu.dp.SrcBFW_Mux.y\[17\],119.125
clknet_1_0__leaf__10240_,119.12
_11384_,119
_08907_,118.98
_08773_,118.85
_09414_,118.82
_08731_,118.74
_07254_,118.72
_11385_,118.62
_12687_,118.57
_07552_,118.44
_11683_,118.38
_14371_,118.28
_10936_,118.24
_14091_,118.22
clknet_1_0__leaf__10124_,118.12
_12700_,118.08
_05382_,117.95
_05941_,117.88
_08881_,117.86
_09318_,117.86
_08066_,117.84
_10938_,117.82
_05412_,117.815
_09084_,117.78
clknet_1_0__leaf__10245_,117.72
_14009_,117.55
_06419_,117.54
rvcpu.dp.plde.funct3E\[1\],117.38
_07644_,117.32
_09621_,117.2
_11517_,117.2
_09583_,117.07
_10468_,117.02
clknet_leaf_254_clk,116.94
_05398_,116.86
_09674_,116.84
_05334_,116.82
net104,116.74
_05658_,116.725
_10108_,116.72
clknet_1_0__leaf__10204_,116.71
clknet_1_0__leaf__10110_,116.66
_12462_,116.62
_14560_,116.62
_05342_,116.59
clknet_1_0__leaf__10264_,116.55
_09069_,116.53
_11665_,116.245
_07118_,116.17
_13871_,116.1
_12157_,116.09
_05263_,116.07
_09306_,116.06
rvcpu.dp.plmw.ReadDataW\[25\],116
_08620_,115.96
_08659_,115.96
_05610_,115.865
clknet_leaf_234_clk,115.86
_07013_,115.76
rvcpu.dp.SrcBFW_Mux.y\[7\],115.705
_08393_,115.6
_06028_,115.54
_05671_,115.43
_12005_,115.29
rvcpu.dp.plde.ALUControlE\[1\],115.285
_11956_,115.18
_13865_,115.14
_09736_,115.1
clknet_leaf_178_clk,115.1
_13596_,115.06
clknet_1_1__leaf__10155_,114.99
_10061_,114.96
_11152_,114.955
clknet_1_1__leaf__10238_,114.84
_06095_,114.82
rvcpu.dp.plmw.PCPlus4W\[10\],114.82
_05693_,114.8
_00000_,114.76
_09534_,114.62
clknet_1_0__leaf__10266_,114.49
_13399_,114.47
_13608_,114.34
_09224_,114.32
_10538_,114.22
_10448_,114.1
_05703_,114.055
_05666_,113.94
_09524_,113.93
clknet_1_0__leaf__10156_,113.88
_13978_,113.78
_05463_,113.69
net4424,113.64
clknet_1_0__leaf__10128_,113.62
_10114_,113.56
clknet_1_1__leaf__10208_,113.51
_01135_,113.365
_09875_,113.36
_09244_,113.32
_13058_,113.26
_05974_,113.245
_05771_,113.24
_09643_,113.22
_11454_,113.16
_11735_,113.1
clknet_leaf_81_clk,113.08
net102,113.045
_09298_,113.035
_13902_,112.96
_12734_,112.9
_13764_,112.9
clknet_leaf_184_clk,112.86
_08933_,112.76
rvcpu.dp.plem.WriteDataM\[4\],112.75
_08702_,112.6
_13330_,112.52
_13589_,112.5
_12138_,112.46
_08981_,112.44
rvcpu.dp.plmw.RdW\[0\],112.32
_05675_,112.28
_05081_,112.25
clknet_1_1__leaf__10178_,112.16
_05045_,112.13
_09995_,112.08
_08356_,112.02
_12692_,111.96
_05925_,111.91
_05674_,111.84
clknet_leaf_174_clk,111.84
_11545_,111.8
_09020_,111.78
_05667_,111.76
clknet_leaf_97_clk,111.74
clknet_leaf_71_clk,111.68
_13634_,111.61
_09814_,111.54
_13796_,111.43
rvcpu.ALUResultE\[23\],111.425
_10822_,111.26
clknet_5_6__leaf_clk,111.17
clknet_leaf_255_clk,111.08
_08003_,111.02
datamem.data_ram\[34\]\[1\],110.95
_13177_,110.92
_13344_,110.91
_05794_,110.84
_12445_,110.82
_09104_,110.75
_07047_,110.74
_11382_,110.62
_11286_,110.6
_11526_,110.58
clknet_leaf_219_clk,110.48
clknet_leaf_78_clk,110.42
_11773_,110.38
_11604_,110.345
_06907_,110.28
_04647_,110.25
_05698_,110.17
_09758_,109.82
_07282_,109.79
_09121_,109.76
_08791_,109.71
_10867_,109.61
_09663_,109.56
_09704_,109.54
clknet_leaf_1_clk,109.52
clknet_leaf_63_clk,109.5
rvcpu.ALUResultE\[30\],109.425
rvcpu.dp.plem.ALUResultM\[24\],109.3
_12132_,109.18
_11508_,109.16
clknet_1_0__leaf__10137_,109.16
rvcpu.dp.plmw.RdW\[1\],109.12
_08412_,109.06
_09310_,108.98
_05596_,108.89
_05775_,108.88
clknet_leaf_195_clk,108.6
clknet_1_1__leaf__10153_,108.46
rvcpu.dp.SrcBFW_Mux.y\[5\],108.455
clknet_1_1__leaf__10126_,108.38
clknet_1_1__leaf__10195_,108.25
_08643_,108.22
_12896_,107.97
_11809_,107.915
_13548_,107.83
clknet_leaf_46_clk,107.78
_09256_,107.72
rvcpu.dp.plde.ALUControlE\[2\],107.7
_05704_,107.68
clknet_1_0__leaf__10106_,107.67
net35,107.66
_09177_,107.64
clknet_1_0__leaf__10242_,107.64
net1263,107.585
clknet_1_0__leaf__10224_,107.58
_01051_,107.525
_08960_,107.36
_04793_,107.3
_09002_,107.23
clknet_leaf_244_clk,107.22
_09030_,107.16
_11659_,107.12
clknet_leaf_125_clk,106.955
_05363_,106.95
_10050_,106.9
clknet_1_0__leaf__10196_,106.84
clknet_0__10244_,106.8
_08379_,106.76
_08912_,106.74
_06398_,106.68
_11605_,106.66
_09708_,106.63
_06650_,106.6
_05358_,106.505
_11842_,106.5
_07252_,106.48
rvcpu.ALUResultE\[26\],106.395
clknet_leaf_79_clk,106.34
clknet_leaf_152_clk,106.27
_13604_,106.26
_09240_,106.22
_10898_,106.18
_08674_,106.08
clknet_1_0__leaf__10081_,106.01
_10532_,105.97
_06365_,105.96
_11810_,105.7
rvcpu.dp.SrcBFW_Mux.y\[16\],105.695
rvcpu.dp.plde.funct3E\[0\],105.66
net1269,105.625
_10046_,105.6
_05621_,105.48
_13122_,105.395
net21,105.37
_07292_,105.36
_07857_,105.36
clknet_leaf_145_clk,105.31
rvcpu.dp.plde.funct3E\[2\],105.27
clknet_1_0__leaf__10082_,105.23
rvcpu.dp.rf.reg_file_arr\[24\]\[22\],105.1
_05670_,105.02
_05456_,104.99
_12367_,104.92
_12116_,104.86
_05680_,104.76
_05820_,104.74
rvcpu.dp.plmw.ReadDataW\[31\],104.74
_05749_,104.64
clknet_leaf_240_clk,104.64
_11774_,104.5
rvcpu.dp.plde.ALUControlE\[3\],104.48
clknet_0__10079_,104.47
_12988_,104.46
rvcpu.dp.plmw.PCPlus4W\[8\],104.46
_12134_,104.36
clknet_leaf_114_clk,104.32
clknet_1_0__leaf__10161_,104.3
clknet_1_0__leaf__10222_,104.27
_06004_,104.26
_09701_,104.24
_06595_,104.2
_10996_,104.2
_10472_,104.12
_11995_,104.06
rvcpu.dp.plmw.ReadDataW\[23\],103.9
_11315_,103.83
rvcpu.dp.plem.ALUResultM\[27\],103.74
_05909_,103.68
clknet_leaf_96_clk,103.66
_13499_,103.57
_08436_,103.5
_12447_,103.46
clknet_1_0__leaf__10192_,103.43
clknet_1_1__leaf__10192_,103.31
_06392_,103.3
_04444_,103.24
_01046_,103.185
clknet_0__10267_,103.1
_01133_,103.055
clknet_leaf_253_clk,103
rvcpu.dp.plmw.PCPlus4W\[11\],102.98
rvcpu.ALUResultE\[24\],102.94
clknet_0__10140_,102.76
net118,102.64
_09473_,102.62
clknet_leaf_205_clk,102.6
_05570_,102.58
_07679_,102.56
_08965_,102.5
_09978_,102.48
_04683_,102.47
_05705_,102.47
_10466_,102.39
_08442_,102.32
_09905_,102.305
clknet_1_1__leaf__10241_,102.16
clknet_1_0__leaf__10133_,102.11
_13664_,102.08
rvcpu.dp.plde.ImmExtE\[31\],102.06
_09916_,102.04
clknet_leaf_181_clk,102.04
_09662_,101.94
_08579_,101.79
_13454_,101.79
_12460_,101.72
_12923_,101.72
clknet_1_1__leaf__10180_,101.72
_11660_,101.6
_05664_,101.52
net1890,101.48
clknet_1_0__leaf__10089_,101.43
_11459_,101.42
clknet_1_1__leaf__10154_,101.38
clknet_leaf_273_clk,101.34
net4363,101.34
net1261,101.325
_11010_,101.32
_08069_,101.28
_10982_,101.1
_11098_,100.9
_06835_,100.84
_05944_,100.78
_09252_,100.76
_12430_,100.76
_09501_,100.74
_07459_,100.41
_08420_,100.36
rvcpu.dp.plmw.PCPlus4W\[12\],100.24
_12737_,100.16
_13474_,100.16
clknet_leaf_128_clk,100.12
clknet_leaf_290_clk,100.1
_06748_,100.08
_10089_,100.06
_01146_,100.045
_09566_,100.02
_12391_,100
net31,99.94
_11677_,99.93
_05177_,99.88
_01032_,99.785
_10920_,99.76
_07190_,99.7
clknet_0__10084_,99.68
clknet_1_0__leaf__10201_,99.67
_05195_,99.62
clknet_1_1__leaf__10111_,99.61
_11320_,99.58
_13541_,99.565
clknet_leaf_132_clk,99.54
clknet_1_1__leaf__10264_,99.52
clknet_1_1__leaf__10261_,99.44
_10051_,99.415
_08036_,99.34
clknet_leaf_154_clk,99.33
_10058_,99.26
_10934_,99.18
clknet_leaf_123_clk,99.155
_08833_,99.12
_06371_,99.06
clknet_leaf_212_clk,99.04
clknet_1_0__leaf__10171_,98.93
_13300_,98.855
clknet_1_1__leaf__10206_,98.83
_05720_,98.82
_08830_,98.72
_09848_,98.61
_12371_,98.6
_08511_,98.59
_11966_,98.5
_11501_,98.34
net18,98.3
_13359_,98.24
_10731_,98.2
_11041_,98.18
_05117_,98.13
datamem.data_ram\[53\]\[6\],98.11
net33,98.1
_11151_,98.06
_12978_,98.02
_13858_,97.88
_14271_,97.74
clknet_1_1__leaf__10201_,97.69
_10981_,97.68
_10531_,97.67
clknet_1_0__leaf__10153_,97.66
_09215_,97.58
_13180_,97.54
_07551_,97.52
_11206_,97.5
_09857_,97.48
clknet_1_0__leaf__10202_,97.46
_09832_,97.4
_06996_,97.38
clknet_leaf_213_clk,97.36
_13020_,97.33
_12739_,97.24
_13776_,97.225
rvcpu.ALUResultE\[25\],97.22
clknet_leaf_250_clk,97.12
clknet_leaf_68_clk,97.1
_09301_,96.96
rvcpu.dp.plmw.RegWriteW,96.96
_08977_,96.9
_13553_,96.81
_05525_,96.8
_05726_,96.72
_08968_,96.6
net29,96.54
_09538_,96.48
_11738_,96.48
_13617_,96.47
clknet_1_0__leaf__10246_,96.41
_10954_,96.4
_08982_,96.26
_14421_,96.1
_12989_,96.095
_07141_,96.08
clknet_1_0__leaf__10227_,96.03
_06964_,96
_09796_,95.98
_10923_,95.98
_07986_,95.94
datamem.data_ram\[5\]\[21\],95.92
_11964_,95.895
datamem.data_ram\[54\]\[1\],95.86
_07304_,95.64
clknet_1_0__leaf__10241_,95.54
_09684_,95.5
net113,95.48
_11322_,95.44
clknet_leaf_127_clk,95.28
_11312_,95.16
_11886_,95.04
_10172_,95
clknet_1_0__leaf__10265_,94.97
clknet_leaf_18_clk,94.96
clknet_leaf_199_clk,94.94
net22,94.88
clknet_1_1__leaf__10191_,94.83
_05707_,94.82
_11321_,94.82
clknet_1_1__leaf__10102_,94.77
clknet_leaf_17_clk,94.75
_11289_,94.7
clknet_leaf_220_clk,94.69
_07383_,94.68
_01145_,94.675
clknet_leaf_258_clk,94.66
clknet_1_1__leaf__10220_,94.58
datamem.data_ram\[35\]\[3\],94.535
_08765_,94.38
_05805_,94.27
_11077_,94.26
_11207_,94.26
clknet_leaf_283_clk,94.24
_09868_,94.18
datamem.data_ram\[5\]\[17\],94.14
rvcpu.dp.plmw.ReadDataW\[22\],94.04
_13040_,93.94
_09839_,93.92
clknet_leaf_107_clk,93.9
_08597_,93.66
_06059_,93.56
rvcpu.dp.rf.reg_file_arr\[5\]\[31\],93.56
clknet_1_1__leaf__10131_,93.47
clknet_leaf_31_clk,93.46
clknet_1_0__leaf__10180_,93.43
_09687_,93.42
clknet_leaf_80_clk,93.38
clknet_1_1__leaf__10228_,93.37
_14524_,93.36
_08355_,93.355
_09960_,93.34
_13288_,93.28
_13435_,93.26
_13123_,93.2
_09159_,93.18
_09398_,93.12
_09134_,93.1
clknet_leaf_98_clk,93.1
rvcpu.ALUResultE\[22\],93.055
_11924_,93.02
